citizenId,name,gender,dob,occupation,incomeCategory,mobile
C01170,Citizen_1170,F,1985-05-15,Student,Middle,9000001169
C01171,Citizen_1171,F,1979-08-17,Retired,Middle,9000001170
C01172,Citizen_1172,M,1990-06-03,Retired,Middle,9000001171
C01173,Citizen_1173,M,1976-11-09,Business Owner,Middle,9000001172
C01174,Citizen_1174,M,1980-06-08,Government Employee,Middle,9000001173
C01175,Citizen_1175,F,1972-06-17,Unemployed,Middle,9000001174
C01176,Citizen_1176,F,1998-07-22,Government Employee,High,9000001175
C01177,Citizen_1177,M,2009-12-10,Government Employee,High,9000001176
C01178,Citizen_1178,F,2005-09-18,Student,Low,9000001177
C01179,Citizen_1179,F,1997-09-06,Agricultural Labour,High,9000001178
C01180,Citizen_1180,F,2000-04-07,Student,Low,9000001179
C01181,Citizen_1181,F,1983-04-13,Retired,High,9000001180
C01182,Citizen_1182,F,1996-08-18,Student,Low,9000001181
C01183,Citizen_1183,F,1998-02-09,Agricultural Labour,Middle,9000001182
C01184,Citizen_1184,F,1960-02-07,Business Owner,Middle,9000001183
C01185,Citizen_1185,F,1995-10-27,Business Owner,High,9000001184
C01186,Citizen_1186,F,1972-05-02,Unemployed,High,9000001185
C01187,Citizen_1187,F,1998-02-16,Unemployed,Middle,9000001186
C01188,Citizen_1188,F,1967-03-06,Agricultural Labour,Middle,9000001187
C01189,Citizen_1189,M,1962-02-09,Agricultural Labour,High,9000001188
C01190,Citizen_1190,F,1968-02-24,Unemployed,Low,9000001189
C01191,Citizen_1191,M,2002-10-02,Farmer,Low,9000001190
C01192,Citizen_1192,F,1999-12-09,Business Owner,Middle,9000001191
C01193,Citizen_1193,M,1974-04-20,Business Owner,High,9000001192
C01194,Citizen_1194,F,1975-03-01,Student,Low,9000001193
C01195,Citizen_1195,M,1984-04-18,Farmer,Low,9000001194
C01196,Citizen_1196,M,1996-12-20,Business Owner,Middle,9000001195
C01197,Citizen_1197,M,1966-04-28,Unemployed,Low,9000001196
C01198,Citizen_1198,M,1989-10-06,Private Employee,Low,9000001197
C01199,Citizen_1199,F,1966-01-08,Business Owner,Middle,9000001198
C01200,Citizen_1200,F,1988-04-08,Agricultural Labour,Low,9000001199
C01201,Citizen_1201,F,2005-08-15,Private Employee,High,9000001200
C01202,Citizen_1202,F,1999-07-01,Business Owner,Low,9000001201
C01203,Citizen_1203,F,1987-09-11,Student,Low,9000001202
C01204,Citizen_1204,F,1992-10-13,Retired,High,9000001203
C01205,Citizen_1205,M,1983-03-23,Agricultural Labour,High,9000001204
C01206,Citizen_1206,F,1970-07-07,Government Employee,Middle,9000001205
C01207,Citizen_1207,F,1985-05-08,Business Owner,Low,9000001206
C01208,Citizen_1208,F,1998-08-01,Government Employee,High,9000001207
C01209,Citizen_1209,M,1988-12-26,Farmer,Middle,9000001208
C01210,Citizen_1210,F,1983-07-01,Retired,Middle,9000001209
C01211,Citizen_1211,F,1987-02-14,Business Owner,Middle,9000001210
C01212,Citizen_1212,M,1977-06-09,Retired,Low,9000001211
C01213,Citizen_1213,M,1974-10-21,Government Employee,Low,9000001212
C01214,Citizen_1214,F,1983-01-25,Government Employee,Low,9000001213
C01215,Citizen_1215,M,1965-10-23,Farmer,Middle,9000001214
C01216,Citizen_1216,M,1993-05-15,Private Employee,Middle,9000001215
C01217,Citizen_1217,M,1987-05-28,Private Employee,Low,9000001216
C01218,Citizen_1218,F,1979-03-17,Agricultural Labour,Low,9000001217
C01219,Citizen_1219,M,1999-01-19,Private Employee,Middle,9000001218
C01220,Citizen_1220,F,1987-03-08,Farmer,Low,9000001219
C01221,Citizen_1221,M,1964-02-09,Private Employee,High,9000001220
C01222,Citizen_1222,M,2009-08-18,Student,High,9000001221
C01223,Citizen_1223,M,1969-09-06,Government Employee,Low,9000001222
C01224,Citizen_1224,F,1970-05-17,Farmer,High,9000001223
C01225,Citizen_1225,M,1985-03-06,Farmer,Middle,9000001224
C01226,Citizen_1226,M,1968-04-28,Student,High,9000001225
C01227,Citizen_1227,F,1989-04-15,Private Employee,High,9000001226
C01228,Citizen_1228,M,2005-04-06,Farmer,Low,9000001227
C01229,Citizen_1229,F,1968-01-10,Retired,High,9000001228
C01230,Citizen_1230,F,2003-07-18,Unemployed,High,9000001229
C01231,Citizen_1231,F,2001-09-12,Unemployed,Middle,9000001230
C01232,Citizen_1232,F,1970-09-28,Retired,Low,9000001231
C01233,Citizen_1233,M,1973-02-20,Student,Middle,9000001232
C01234,Citizen_1234,M,1998-07-13,Unemployed,Middle,9000001233
C01235,Citizen_1235,F,1961-06-16,Government Employee,Low,9000001234
C01236,Citizen_1236,M,1987-11-25,Private Employee,Middle,9000001235
C01237,Citizen_1237,M,2001-05-13,Government Employee,Low,9000001236
C01238,Citizen_1238,M,1974-08-09,Retired,Middle,9000001237
C01239,Citizen_1239,F,2005-08-12,Government Employee,Middle,9000001238
C01240,Citizen_1240,M,1986-01-08,Private Employee,High,9000001239
C01241,Citizen_1241,M,1978-06-02,Student,Middle,9000001240
C01242,Citizen_1242,F,2001-07-03,Business Owner,Middle,9000001241
C01243,Citizen_1243,F,1962-08-03,Student,Middle,9000001242
C01244,Citizen_1244,M,1979-09-06,Farmer,Low,9000001243
C01245,Citizen_1245,M,2007-12-18,Business Owner,Low,9000001244
C01246,Citizen_1246,M,1992-04-21,Student,Low,9000001245
C01247,Citizen_1247,F,1985-06-26,Retired,Middle,9000001246
C01248,Citizen_1248,F,1978-06-02,Agricultural Labour,Middle,9000001247
C01249,Citizen_1249,F,1987-09-02,Agricultural Labour,Low,9000001248
C01250,Citizen_1250,F,1981-11-23,Retired,High,9000001249
C01251,Citizen_1251,F,1969-03-25,Government Employee,Low,9000001250
C01252,Citizen_1252,F,1977-07-08,Farmer,Low,9000001251
C01253,Citizen_1253,F,1960-03-07,Unemployed,High,9000001252
C01254,Citizen_1254,M,1986-03-14,Business Owner,Low,9000001253
C01255,Citizen_1255,M,1964-03-28,Farmer,Middle,9000001254
C01256,Citizen_1256,F,2010-02-08,Retired,Low,9000001255
C01257,Citizen_1257,F,1967-02-22,Retired,Middle,9000001256
C01258,Citizen_1258,F,1990-05-19,Student,High,9000001257
C01259,Citizen_1259,F,1993-03-22,Business Owner,High,9000001258
C01260,Citizen_1260,M,1974-01-14,Retired,Middle,9000001259
C01261,Citizen_1261,F,1992-05-16,Unemployed,Low,9000001260
C01262,Citizen_1262,F,1976-02-27,Private Employee,High,9000001261
C01263,Citizen_1263,M,2010-04-08,Retired,Low,9000001262
C01264,Citizen_1264,M,2004-09-17,Student,Middle,9000001263
C01265,Citizen_1265,F,1986-10-11,Business Owner,Low,9000001264
C01266,Citizen_1266,M,1970-10-16,Agricultural Labour,Middle,9000001265
C01267,Citizen_1267,M,1987-07-27,Unemployed,Low,9000001266
C01268,Citizen_1268,F,1990-01-11,Student,Low,9000001267
C01269,Citizen_1269,F,1975-08-16,Unemployed,High,9000001268
C01270,Citizen_1270,M,1985-07-28,Government Employee,Middle,9000001269
C01271,Citizen_1271,M,1999-03-11,Private Employee,High,9000001270
C01272,Citizen_1272,F,1997-07-28,Agricultural Labour,Low,9000001271
C01273,Citizen_1273,M,1965-12-01,Private Employee,High,9000001272
C01274,Citizen_1274,F,1991-02-26,Private Employee,Low,9000001273
C01275,Citizen_1275,M,1990-03-02,Private Employee,Middle,9000001274
C01276,Citizen_1276,F,2003-11-27,Student,High,9000001275
C01277,Citizen_1277,M,1962-03-10,Student,Low,9000001276
C01278,Citizen_1278,M,1997-02-02,Farmer,Low,9000001277
C01279,Citizen_1279,M,1985-08-04,Business Owner,High,9000001278
C01280,Citizen_1280,F,1999-09-03,Business Owner,Low,9000001279
C01281,Citizen_1281,M,1989-10-28,Business Owner,Low,9000001280
C01282,Citizen_1282,M,1991-10-08,Business Owner,Low,9000001281
C01283,Citizen_1283,F,1981-11-06,Retired,Middle,9000001282
C01284,Citizen_1284,F,1992-05-10,Unemployed,Middle,9000001283
C01285,Citizen_1285,M,2010-05-22,Student,Low,9000001284
C01286,Citizen_1286,M,1989-03-23,Private Employee,Low,9000001285
C01287,Citizen_1287,M,1963-10-04,Private Employee,Low,9000001286
C01288,Citizen_1288,F,1968-03-24,Agricultural Labour,Middle,9000001287
C01289,Citizen_1289,F,2004-06-19,Government Employee,High,9000001288
C01290,Citizen_1290,F,1987-07-04,Business Owner,High,9000001289
C01291,Citizen_1291,M,1990-11-02,Student,Low,9000001290
C01292,Citizen_1292,F,1972-06-03,Farmer,Low,9000001291
C01293,Citizen_1293,F,1984-03-27,Retired,Middle,9000001292
C01294,Citizen_1294,F,2010-12-28,Student,Middle,9000001293
C01295,Citizen_1295,M,1980-12-23,Unemployed,High,9000001294
C01296,Citizen_1296,F,2008-10-28,Private Employee,Low,9000001295
C01297,Citizen_1297,M,1976-07-03,Retired,Middle,9000001296
C01298,Citizen_1298,M,1962-03-08,Retired,Middle,9000001297
C01299,Citizen_1299,M,2006-03-14,Farmer,Low,9000001298
C01300,Citizen_1300,F,2005-06-26,Student,Middle,9000001299
C01301,Citizen_1301,M,1966-08-25,Government Employee,Low,9000001300
C01302,Citizen_1302,M,1981-11-22,Business Owner,High,9000001301
C01303,Citizen_1303,F,1993-10-20,Government Employee,Middle,9000001302
C01304,Citizen_1304,M,1989-12-19,Business Owner,High,9000001303
C01305,Citizen_1305,F,1962-05-11,Farmer,Middle,9000001304
C01306,Citizen_1306,M,1990-07-15,Government Employee,Middle,9000001305
C01307,Citizen_1307,M,1988-05-10,Farmer,Low,9000001306
C01308,Citizen_1308,F,1985-05-01,Government Employee,Low,9000001307
C01309,Citizen_1309,M,1988-04-13,Farmer,Middle,9000001308
C01310,Citizen_1310,M,1964-05-18,Unemployed,Low,9000001309
C01311,Citizen_1311,F,2009-10-22,Farmer,Middle,9000001310
C01312,Citizen_1312,M,1994-11-18,Business Owner,Low,9000001311
C01313,Citizen_1313,M,1984-09-24,Student,Low,9000001312
C01314,Citizen_1314,M,1960-11-14,Agricultural Labour,Middle,9000001313
C01315,Citizen_1315,M,1990-01-04,Private Employee,High,9000001314
C01316,Citizen_1316,F,1970-11-10,Business Owner,Middle,9000001315
C01317,Citizen_1317,M,1987-04-24,Private Employee,Middle,9000001316
C01318,Citizen_1318,M,2008-05-10,Agricultural Labour,Low,9000001317
C01319,Citizen_1319,M,1967-01-08,Agricultural Labour,Middle,9000001318
C01320,Citizen_1320,M,1967-08-11,Agricultural Labour,High,9000001319
C01321,Citizen_1321,F,1992-02-16,Business Owner,Low,9000001320
C01322,Citizen_1322,F,2010-02-12,Private Employee,Middle,9000001321
C01323,Citizen_1323,M,1994-05-24,Farmer,High,9000001322
C01324,Citizen_1324,M,1964-03-05,Student,Low,9000001323
C01325,Citizen_1325,M,1990-11-12,Farmer,Middle,9000001324
C01326,Citizen_1326,F,2010-07-04,Unemployed,Low,9000001325
C01327,Citizen_1327,M,1972-10-21,Retired,High,9000001326
C01328,Citizen_1328,M,2007-04-27,Retired,High,9000001327
C01329,Citizen_1329,F,1984-06-21,Student,Low,9000001328
C01330,Citizen_1330,M,1962-08-07,Farmer,High,9000001329
C01331,Citizen_1331,F,1961-11-12,Student,Middle,9000001330
C01332,Citizen_1332,M,1980-08-03,Private Employee,Low,9000001331
C01333,Citizen_1333,M,1997-03-16,Retired,High,9000001332
C01334,Citizen_1334,F,1967-10-26,Farmer,High,9000001333
C01335,Citizen_1335,F,1975-05-18,Unemployed,Middle,9000001334
C01336,Citizen_1336,M,1966-01-10,Private Employee,High,9000001335
C01337,Citizen_1337,F,1984-03-09,Student,Middle,9000001336
C01338,Citizen_1338,M,1993-06-03,Retired,Middle,9000001337
C01339,Citizen_1339,F,1986-01-01,Business Owner,Middle,9000001338
C01340,Citizen_1340,M,2005-02-28,Private Employee,High,9000001339
C01341,Citizen_1341,M,1983-02-04,Business Owner,Middle,9000001340
C01342,Citizen_1342,F,1967-03-19,Government Employee,High,9000001341
C01343,Citizen_1343,M,1974-01-09,Business Owner,High,9000001342
C01344,Citizen_1344,M,2005-09-19,Business Owner,High,9000001343
C01345,Citizen_1345,F,1966-07-25,Farmer,Middle,9000001344
C01346,Citizen_1346,F,1965-11-11,Business Owner,High,9000001345
C01347,Citizen_1347,M,1968-02-04,Farmer,Low,9000001346
C01348,Citizen_1348,F,1962-08-26,Student,Middle,9000001347
C01349,Citizen_1349,M,1976-03-19,Government Employee,Low,9000001348
C01350,Citizen_1350,F,1970-03-21,Agricultural Labour,High,9000001349
C01351,Citizen_1351,M,1990-04-24,Private Employee,Low,9000001350
C01352,Citizen_1352,M,1986-01-22,Business Owner,High,9000001351
C01353,Citizen_1353,M,1991-09-08,Farmer,Middle,9000001352
C01354,Citizen_1354,M,1999-11-13,Government Employee,High,9000001353
C01355,Citizen_1355,F,1982-03-13,Unemployed,High,9000001354
C01356,Citizen_1356,F,1977-04-20,Agricultural Labour,High,9000001355
C01357,Citizen_1357,F,1976-11-20,Retired,Low,9000001356
C01358,Citizen_1358,M,1985-10-07,Business Owner,High,9000001357
C01359,Citizen_1359,M,1996-03-27,Agricultural Labour,High,9000001358
C01360,Citizen_1360,M,1968-12-02,Government Employee,Low,9000001359
C01361,Citizen_1361,M,2006-02-22,Unemployed,Low,9000001360
C01362,Citizen_1362,M,1977-02-19,Farmer,High,9000001361
C01363,Citizen_1363,M,2005-02-27,Farmer,Middle,9000001362
C01364,Citizen_1364,M,1981-04-15,Private Employee,Low,9000001363
C01365,Citizen_1365,M,1983-06-14,Unemployed,High,9000001364
C01366,Citizen_1366,F,1988-11-07,Private Employee,Low,9000001365
C01367,Citizen_1367,F,1982-04-28,Government Employee,Middle,9000001366
C01368,Citizen_1368,F,1977-07-02,Business Owner,Low,9000001367
C01369,Citizen_1369,F,1989-03-02,Farmer,High,9000001368
C01370,Citizen_1370,F,1993-05-07,Unemployed,Low,9000001369
C01371,Citizen_1371,F,1969-05-09,Private Employee,Middle,9000001370
C01372,Citizen_1372,M,1990-09-03,Retired,Middle,9000001371
C01373,Citizen_1373,F,2001-04-15,Government Employee,High,9000001372
C01374,Citizen_1374,F,1990-07-09,Private Employee,Middle,9000001373
C01375,Citizen_1375,M,1988-03-01,Government Employee,High,9000001374
C01376,Citizen_1376,F,1984-04-18,Private Employee,Low,9000001375
C01377,Citizen_1377,F,2006-06-17,Business Owner,High,9000001376
C01378,Citizen_1378,M,1977-11-17,Business Owner,High,9000001377
C01379,Citizen_1379,F,1961-02-19,Agricultural Labour,Low,9000001378
C01380,Citizen_1380,F,1976-04-25,Private Employee,High,9000001379
C01381,Citizen_1381,F,1993-01-05,Farmer,Middle,9000001380
C01382,Citizen_1382,F,1996-06-01,Retired,Low,9000001381
C01383,Citizen_1383,M,1966-12-10,Unemployed,Middle,9000001382
C01384,Citizen_1384,F,1997-04-21,Unemployed,High,9000001383
C01385,Citizen_1385,F,1966-07-16,Government Employee,Low,9000001384
C01386,Citizen_1386,F,1962-06-12,Retired,Low,9000001385
C01387,Citizen_1387,F,1991-04-14,Farmer,High,9000001386
C01388,Citizen_1388,M,1966-10-05,Government Employee,Middle,9000001387
C01389,Citizen_1389,M,1973-08-14,Agricultural Labour,Low,9000001388
C01390,Citizen_1390,F,2005-03-08,Government Employee,Low,9000001389
C01391,Citizen_1391,F,1966-01-09,Farmer,High,9000001390
C01392,Citizen_1392,F,1967-05-21,Retired,Low,9000001391
C01393,Citizen_1393,M,1981-04-20,Agricultural Labour,Low,9000001392
C01394,Citizen_1394,F,2010-10-18,Government Employee,Low,9000001393
C01395,Citizen_1395,F,2004-05-18,Private Employee,High,9000001394
C01396,Citizen_1396,M,1991-04-26,Unemployed,Middle,9000001395
C01397,Citizen_1397,M,1965-09-19,Government Employee,High,9000001396
C01398,Citizen_1398,F,1960-07-23,Student,Middle,9000001397
C01399,Citizen_1399,F,1995-12-06,Farmer,High,9000001398
C01400,Citizen_1400,M,2000-10-01,Business Owner,Low,9000001399
C01401,Citizen_1401,M,1970-04-24,Farmer,High,9000001400
C01402,Citizen_1402,M,1972-04-07,Private Employee,Middle,9000001401
C01403,Citizen_1403,F,1963-11-15,Government Employee,High,9000001402
C01404,Citizen_1404,M,1962-02-24,Government Employee,Middle,9000001403
C01405,Citizen_1405,F,2003-07-05,Agricultural Labour,Low,9000001404
C01406,Citizen_1406,F,1984-01-06,Student,Low,9000001405
C01407,Citizen_1407,M,2003-07-04,Agricultural Labour,Low,9000001406
C01408,Citizen_1408,M,1964-03-14,Agricultural Labour,Middle,9000001407
C01409,Citizen_1409,M,2004-03-09,Student,Middle,9000001408
C01410,Citizen_1410,M,1998-09-22,Government Employee,Middle,9000001409
C01411,Citizen_1411,F,1971-10-27,Retired,Middle,9000001410
C01412,Citizen_1412,F,1976-10-07,Farmer,Low,9000001411
C01413,Citizen_1413,F,1978-07-25,Retired,Low,9000001412
C01414,Citizen_1414,M,2010-12-05,Farmer,Low,9000001413
C01415,Citizen_1415,M,1995-08-13,Private Employee,Low,9000001414
C01416,Citizen_1416,M,1994-04-26,Private Employee,Low,9000001415
C01417,Citizen_1417,M,1992-10-18,Agricultural Labour,Low,9000001416
C01418,Citizen_1418,M,1981-09-18,Agricultural Labour,Middle,9000001417
C01419,Citizen_1419,F,1981-09-05,Private Employee,Low,9000001418
C01420,Citizen_1420,F,1991-04-05,Government Employee,High,9000001419
C01421,Citizen_1421,M,1993-03-20,Retired,Low,9000001420
C01422,Citizen_1422,F,2006-11-18,Agricultural Labour,High,9000001421
C01423,Citizen_1423,F,1989-03-22,Business Owner,Middle,9000001422
C01424,Citizen_1424,M,1962-01-25,Farmer,High,9000001423
C01425,Citizen_1425,M,2006-01-03,Student,Low,9000001424
C01426,Citizen_1426,M,1965-12-07,Retired,Low,9000001425
C01427,Citizen_1427,F,2010-09-21,Student,Low,9000001426
C01428,Citizen_1428,M,2006-03-12,Student,Middle,9000001427
C01429,Citizen_1429,M,2010-09-21,Business Owner,Middle,9000001428
C01430,Citizen_1430,F,1970-02-18,Private Employee,High,9000001429
C01431,Citizen_1431,F,1978-08-17,Agricultural Labour,Low,9000001430
C01432,Citizen_1432,M,2008-05-17,Farmer,Middle,9000001431
C01433,Citizen_1433,F,1990-01-17,Unemployed,Middle,9000001432
C01434,Citizen_1434,M,1962-10-02,Farmer,High,9000001433
C01435,Citizen_1435,F,1975-07-12,Student,Low,9000001434
C01436,Citizen_1436,F,2006-09-09,Private Employee,Middle,9000001435
C01437,Citizen_1437,F,1996-02-08,Unemployed,Low,9000001436
C01438,Citizen_1438,F,1992-04-11,Student,High,9000001437
C01439,Citizen_1439,M,1983-05-27,Private Employee,High,9000001438
C01440,Citizen_1440,F,2006-01-18,Farmer,High,9000001439
C01441,Citizen_1441,F,1963-07-07,Government Employee,Middle,9000001440
C01442,Citizen_1442,F,1999-06-26,Farmer,High,9000001441
C01443,Citizen_1443,M,1968-02-02,Business Owner,Low,9000001442
C01444,Citizen_1444,M,1985-05-27,Agricultural Labour,High,9000001443
C01445,Citizen_1445,M,1976-11-24,Business Owner,High,9000001444
C01446,Citizen_1446,M,1995-08-16,Government Employee,High,9000001445
C01447,Citizen_1447,M,1984-12-25,Government Employee,High,9000001446
C01448,Citizen_1448,M,1985-05-08,Private Employee,High,9000001447
C01449,Citizen_1449,M,1969-12-13,Business Owner,High,9000001448
C01450,Citizen_1450,M,1993-10-21,Business Owner,Middle,9000001449
C01451,Citizen_1451,F,1970-01-08,Unemployed,High,9000001450
C01452,Citizen_1452,M,1983-12-24,Unemployed,Low,9000001451
C01453,Citizen_1453,M,1979-05-03,Retired,Low,9000001452
C01454,Citizen_1454,F,1978-11-13,Private Employee,Middle,9000001453
C01455,Citizen_1455,F,2008-05-28,Farmer,Low,9000001454
C01456,Citizen_1456,F,2010-04-24,Student,Middle,9000001455
C01457,Citizen_1457,M,1978-04-28,Farmer,High,9000001456
C01458,Citizen_1458,M,1990-07-10,Unemployed,Middle,9000001457
C01459,Citizen_1459,F,1992-10-27,Farmer,Low,9000001458
C01460,Citizen_1460,M,1983-04-18,Private Employee,Middle,9000001459
C01461,Citizen_1461,F,2006-03-15,Farmer,High,9000001460
C01462,Citizen_1462,F,1962-05-22,Farmer,Middle,9000001461
C01463,Citizen_1463,M,1973-04-07,Student,Low,9000001462
C01464,Citizen_1464,F,1997-06-23,Agricultural Labour,Middle,9000001463
C01465,Citizen_1465,M,1969-02-03,Agricultural Labour,High,9000001464
C01466,Citizen_1466,F,1993-08-24,Agricultural Labour,High,9000001465
C01467,Citizen_1467,M,1998-04-08,Agricultural Labour,High,9000001466
C01468,Citizen_1468,M,1991-04-05,Unemployed,High,9000001467
C01469,Citizen_1469,F,1974-01-14,Farmer,High,9000001468
C01470,Citizen_1470,M,1965-10-25,Retired,Middle,9000001469
C01471,Citizen_1471,F,1966-08-17,Unemployed,High,9000001470
C01472,Citizen_1472,M,1960-03-07,Farmer,Low,9000001471
C01473,Citizen_1473,M,1981-07-04,Private Employee,High,9000001472
C01474,Citizen_1474,M,1975-12-13,Student,Middle,9000001473
C01475,Citizen_1475,F,1976-12-10,Agricultural Labour,High,9000001474
C01476,Citizen_1476,F,1960-10-22,Government Employee,Middle,9000001475
C01477,Citizen_1477,F,1999-06-05,Farmer,Low,9000001476
C01478,Citizen_1478,F,1998-02-26,Agricultural Labour,High,9000001477
C01479,Citizen_1479,F,1966-09-10,Government Employee,Low,9000001478
C01480,Citizen_1480,F,1993-08-11,Farmer,High,9000001479
C01481,Citizen_1481,M,2008-07-07,Private Employee,High,9000001480
C01482,Citizen_1482,M,1973-10-20,Private Employee,Low,9000001481
C01483,Citizen_1483,M,1988-05-11,Student,Middle,9000001482
C01484,Citizen_1484,M,1965-05-02,Business Owner,Low,9000001483
C01485,Citizen_1485,F,2007-01-27,Student,High,9000001484
C01486,Citizen_1486,M,2009-06-08,Retired,Middle,9000001485
C01487,Citizen_1487,F,1987-12-02,Agricultural Labour,Low,9000001486
C01488,Citizen_1488,M,1987-01-02,Government Employee,Low,9000001487
C01489,Citizen_1489,M,1983-07-13,Agricultural Labour,Low,9000001488
C01490,Citizen_1490,F,1969-11-15,Agricultural Labour,Middle,9000001489
C01491,Citizen_1491,M,1966-03-25,Government Employee,Middle,9000001490
C01492,Citizen_1492,F,1982-01-27,Unemployed,High,9000001491
C01493,Citizen_1493,M,1987-10-04,Retired,High,9000001492
C01494,Citizen_1494,F,1987-09-21,Private Employee,High,9000001493
C01495,Citizen_1495,M,1993-05-10,Farmer,Low,9000001494
C01496,Citizen_1496,M,1979-09-01,Retired,Low,9000001495
C01497,Citizen_1497,F,1979-04-16,Private Employee,Middle,9000001496
C01498,Citizen_1498,M,1973-04-21,Student,High,9000001497
C01499,Citizen_1499,M,1963-02-22,Student,Middle,9000001498
C01500,Citizen_1500,M,1998-01-17,Student,High,9000001499
C01501,Citizen_1501,M,1978-05-19,Private Employee,Low,9000001500
C01502,Citizen_1502,F,1976-10-26,Private Employee,Middle,9000001501
C01503,Citizen_1503,F,2009-10-19,Unemployed,High,9000001502
C01504,Citizen_1504,F,1995-11-20,Retired,Low,9000001503
C01505,Citizen_1505,F,1969-09-26,Student,High,9000001504
C01506,Citizen_1506,F,2000-10-08,Private Employee,Middle,9000001505
C01507,Citizen_1507,M,1978-01-25,Business Owner,High,9000001506
C01508,Citizen_1508,M,1971-04-04,Private Employee,Low,9000001507
C01509,Citizen_1509,F,2009-03-25,Unemployed,Middle,9000001508
C01510,Citizen_1510,M,1986-10-23,Farmer,High,9000001509
C01511,Citizen_1511,F,1969-07-21,Agricultural Labour,Middle,9000001510
C01512,Citizen_1512,F,1961-11-15,Private Employee,High,9000001511
C01513,Citizen_1513,M,1979-09-24,Government Employee,High,9000001512
C01514,Citizen_1514,M,1980-11-22,Student,High,9000001513
C01515,Citizen_1515,M,1993-03-22,Farmer,Middle,9000001514
C01516,Citizen_1516,M,1982-07-22,Agricultural Labour,Low,9000001515
C01517,Citizen_1517,F,1981-01-18,Private Employee,Middle,9000001516
C01518,Citizen_1518,F,1994-11-05,Unemployed,High,9000001517
C01519,Citizen_1519,F,1965-09-13,Unemployed,Middle,9000001518
C01520,Citizen_1520,F,2000-02-27,Government Employee,Low,9000001519
C01521,Citizen_1521,F,1987-02-22,Private Employee,Low,9000001520
C01522,Citizen_1522,F,1996-06-25,Agricultural Labour,Middle,9000001521
C01523,Citizen_1523,M,2009-05-13,Private Employee,Low,9000001522
C01524,Citizen_1524,F,1992-05-21,Farmer,Low,9000001523
C01525,Citizen_1525,M,1990-04-01,Farmer,High,9000001524
C01526,Citizen_1526,F,1998-07-13,Agricultural Labour,Low,9000001525
C01527,Citizen_1527,M,2008-07-17,Government Employee,Low,9000001526
C01528,Citizen_1528,M,2002-04-27,Student,Low,9000001527
C01529,Citizen_1529,M,1964-07-17,Farmer,High,9000001528
C01530,Citizen_1530,F,1965-05-21,Agricultural Labour,High,9000001529
C01531,Citizen_1531,F,1963-08-14,Private Employee,High,9000001530
C01532,Citizen_1532,M,1997-08-21,Unemployed,High,9000001531
C01533,Citizen_1533,M,1963-12-12,Government Employee,High,9000001532
C01534,Citizen_1534,F,1977-01-16,Retired,Middle,9000001533
C01535,Citizen_1535,F,1985-03-02,Retired,Low,9000001534
C01536,Citizen_1536,F,2008-07-22,Private Employee,High,9000001535
C01537,Citizen_1537,M,1982-01-18,Agricultural Labour,High,9000001536
C01538,Citizen_1538,F,2006-11-27,Retired,Middle,9000001537
C01539,Citizen_1539,M,1970-10-23,Agricultural Labour,Middle,9000001538
C01540,Citizen_1540,M,1985-09-22,Business Owner,Low,9000001539
C01541,Citizen_1541,M,1972-04-15,Government Employee,Low,9000001540
C01542,Citizen_1542,M,1980-06-23,Private Employee,Low,9000001541
C01543,Citizen_1543,F,1985-02-15,Agricultural Labour,Middle,9000001542
C01544,Citizen_1544,M,1973-03-22,Agricultural Labour,Low,9000001543
C01545,Citizen_1545,M,1960-07-04,Government Employee,Middle,9000001544
C01546,Citizen_1546,M,1992-11-11,Private Employee,Middle,9000001545
C01547,Citizen_1547,F,1994-10-12,Unemployed,Low,9000001546
C01548,Citizen_1548,M,1973-08-03,Business Owner,Middle,9000001547
C01549,Citizen_1549,F,1997-01-24,Private Employee,High,9000001548
C01550,Citizen_1550,F,1963-03-28,Unemployed,Middle,9000001549
C01551,Citizen_1551,M,1966-07-09,Business Owner,Low,9000001550
C01552,Citizen_1552,M,1988-04-22,Business Owner,Low,9000001551
C01553,Citizen_1553,F,1990-09-04,Private Employee,Middle,9000001552
C01554,Citizen_1554,F,2002-09-06,Private Employee,Low,9000001553
C01555,Citizen_1555,M,1970-11-03,Retired,High,9000001554
C01556,Citizen_1556,M,1966-11-07,Business Owner,High,9000001555
C01557,Citizen_1557,F,1970-10-18,Student,High,9000001556
C01558,Citizen_1558,F,2010-12-22,Retired,Low,9000001557
C01559,Citizen_1559,F,1974-09-08,Agricultural Labour,High,9000001558
C01560,Citizen_1560,M,1994-11-11,Unemployed,Low,9000001559
C01561,Citizen_1561,F,1974-10-25,Retired,High,9000001560
C01562,Citizen_1562,M,1991-12-19,Unemployed,Middle,9000001561
C01563,Citizen_1563,M,1989-08-23,Farmer,Middle,9000001562
C01564,Citizen_1564,F,1975-07-17,Private Employee,Low,9000001563
C01565,Citizen_1565,F,2008-01-13,Private Employee,Low,9000001564
C01566,Citizen_1566,M,1971-04-21,Student,Middle,9000001565
C01567,Citizen_1567,M,1965-07-22,Student,Low,9000001566
C01568,Citizen_1568,F,1994-08-04,Business Owner,Middle,9000001567
C01569,Citizen_1569,M,2006-02-17,Private Employee,Low,9000001568
C01570,Citizen_1570,M,1980-10-13,Retired,High,9000001569
C01571,Citizen_1571,M,1995-10-18,Business Owner,Low,9000001570
C01572,Citizen_1572,F,1999-10-18,Business Owner,High,9000001571
