householdId,addressId,rationCard
HH0932,AD00932,RC10931
HH0933,AD00933,RC10932
HH0934,AD00934,RC10933
HH0935,AD00935,RC10934
HH0936,AD00936,RC10935
HH0937,AD00937,RC10936
HH0938,AD00938,RC10937
HH0939,AD00939,RC10938
HH0940,AD00940,RC10939
HH0941,AD00941,RC10940
HH0942,AD00942,RC10941
HH0943,AD00943,RC10942
HH0944,AD00944,RC10943
HH0945,AD00945,RC10944
HH0946,AD00946,RC10945
HH0947,AD00947,RC10946
HH0948,AD00948,RC10947
HH0949,AD00949,RC10948
HH0950,AD00950,RC10949
HH0951,AD00951,RC10950
HH0952,AD00952,RC10951
HH0953,AD00953,RC10952
HH0954,AD00954,RC10953
HH0955,AD00955,RC10954
HH0956,AD00956,RC10955
HH0957,AD00957,RC10956
HH0958,AD00958,RC10957
HH0959,AD00959,RC10958
HH0960,AD00960,RC10959
HH0961,AD00961,RC10960
HH0962,AD00962,RC10961
HH0963,AD00963,RC10962
HH0964,AD00964,RC10963
HH0965,AD00965,RC10964
HH0966,AD00966,RC10965
HH0967,AD00967,RC10966
HH0968,AD00968,RC10967
HH0969,AD00969,RC10968
HH0970,AD00970,RC10969
HH0971,AD00971,RC10970
HH0972,AD00972,RC10971
HH0973,AD00973,RC10972
HH0974,AD00974,RC10973
HH0975,AD00975,RC10974
HH0976,AD00976,RC10975
HH0977,AD00977,RC10976
HH0978,AD00978,RC10977
HH0979,AD00979,RC10978
HH0980,AD00980,RC10979
HH0981,AD00981,RC10980
HH0982,AD00982,RC10981
HH0983,AD00983,RC10982
HH0984,AD00984,RC10983
HH0985,AD00985,RC10984
HH0986,AD00986,RC10985
HH0987,AD00987,RC10986
HH0988,AD00988,RC10987
HH0989,AD00989,RC10988
HH0990,AD00990,RC10989
HH0991,AD00991,RC10990
HH0992,AD00992,RC10991
HH0993,AD00993,RC10992
HH0994,AD00994,RC10993
HH0995,AD00995,RC10994
HH0996,AD00996,RC10995
HH0997,AD00997,RC10996
HH0998,AD00998,RC10997
HH0999,AD00999,RC10998
HH1000,AD01000,RC10999
HH1001,AD01001,RC11000
HH1002,AD01002,RC11001
HH1003,AD01003,RC11002
HH1004,AD01004,RC11003
HH1005,AD01005,RC11004
HH1006,AD01006,RC11005
HH1007,AD01007,RC11006
HH1008,AD01008,RC11007
HH1009,AD01009,RC11008
HH1010,AD01010,RC11009
HH1011,AD01011,RC11010
HH1012,AD01012,RC11011
HH1013,AD01013,RC11012
HH1014,AD01014,RC11013
HH1015,AD01015,RC11014
HH1016,AD01016,RC11015
HH1017,AD01017,RC11016
HH1018,AD01018,RC11017
HH1019,AD01019,RC11018
HH1020,AD01020,RC11019
HH1021,AD01021,RC11020
HH1022,AD01022,RC11021
HH1023,AD01023,RC11022
HH1024,AD01024,RC11023
HH1025,AD01025,RC11024
HH1026,AD01026,RC11025
HH1027,AD01027,RC11026
HH1028,AD01028,RC11027
HH1029,AD01029,RC11028
HH1030,AD01030,RC11029
HH1031,AD01031,RC11030
HH1032,AD01032,RC11031
HH1033,AD01033,RC11032
HH1034,AD01034,RC11033
HH1035,AD01035,RC11034
HH1036,AD01036,RC11035
HH1037,AD01037,RC11036
HH1038,AD01038,RC11037
HH1039,AD01039,RC11038
HH1040,AD01040,RC11039
HH1041,AD01041,RC11040
HH1042,AD01042,RC11041
HH1043,AD01043,RC11042
HH1044,AD01044,RC11043
HH1045,AD01045,RC11044
HH1046,AD01046,RC11045
HH1047,AD01047,RC11046
HH1048,AD01048,RC11047
HH1049,AD01049,RC11048
HH1050,AD01050,RC11049
HH1051,AD01051,RC11050
HH1052,AD01052,RC11051
HH1053,AD01053,RC11052
HH1054,AD01054,RC11053
HH1055,AD01055,RC11054
HH1056,AD01056,RC11055
HH1057,AD01057,RC11056
HH1058,AD01058,RC11057
HH1059,AD01059,RC11058
HH1060,AD01060,RC11059
HH1061,AD01061,RC11060
HH1062,AD01062,RC11061
HH1063,AD01063,RC11062
HH1064,AD01064,RC11063
HH1065,AD01065,RC11064
HH1066,AD01066,RC11065
HH1067,AD01067,RC11066
HH1068,AD01068,RC11067
HH1069,AD01069,RC11068
HH1070,AD01070,RC11069
HH1071,AD01071,RC11070
HH1072,AD01072,RC11071
HH1073,AD01073,RC11072
HH1074,AD01074,RC11073
HH1075,AD01075,RC11074
HH1076,AD01076,RC11075
HH1077,AD01077,RC11076
HH1078,AD01078,RC11077
HH1079,AD01079,RC11078
HH1080,AD01080,RC11079
HH1081,AD01081,RC11080
HH1082,AD01082,RC11081
HH1083,AD01083,RC11082
HH1084,AD01084,RC11083
HH1085,AD01085,RC11084
HH1086,AD01086,RC11085
HH1087,AD01087,RC11086
HH1088,AD01088,RC11087
HH1089,AD01089,RC11088
HH1090,AD01090,RC11089
HH1091,AD01091,RC11090
HH1092,AD01092,RC11091
HH1093,AD01093,RC11092
HH1094,AD01094,RC11093
HH1095,AD01095,RC11094
HH1096,AD01096,RC11095
HH1097,AD01097,RC11096
HH1098,AD01098,RC11097
HH1099,AD01099,RC11098
HH1100,AD01100,RC11099
HH1101,AD01101,RC11100
HH1102,AD01102,RC11101
HH1103,AD01103,RC11102
HH1104,AD01104,RC11103
HH1105,AD01105,RC11104
HH1106,AD01106,RC11105
HH1107,AD01107,RC11106
HH1108,AD01108,RC11107
HH1109,AD01109,RC11108
HH1110,AD01110,RC11109
HH1111,AD01111,RC11110
HH1112,AD01112,RC11111
HH1113,AD01113,RC11112
HH1114,AD01114,RC11113
HH1115,AD01115,RC11114
HH1116,AD01116,RC11115
HH1117,AD01117,RC11116
HH1118,AD01118,RC11117
HH1119,AD01119,RC11118
HH1120,AD01120,RC11119
HH1121,AD01121,RC11120
HH1122,AD01122,RC11121
HH1123,AD01123,RC11122
HH1124,AD01124,RC11123
HH1125,AD01125,RC11124
HH1126,AD01126,RC11125
HH1127,AD01127,RC11126
HH1128,AD01128,RC11127
HH1129,AD01129,RC11128
HH1130,AD01130,RC11129
HH1131,AD01131,RC11130
HH1132,AD01132,RC11131
HH1133,AD01133,RC11132
HH1134,AD01134,RC11133
HH1135,AD01135,RC11134
HH1136,AD01136,RC11135
HH1137,AD01137,RC11136
HH1138,AD01138,RC11137
HH1139,AD01139,RC11138
HH1140,AD01140,RC11139
HH1141,AD01141,RC11140
HH1142,AD01142,RC11141
HH1143,AD01143,RC11142
HH1144,AD01144,RC11143
HH1145,AD01145,RC11144
HH1146,AD01146,RC11145
HH1147,AD01147,RC11146
HH1148,AD01148,RC11147
HH1149,AD01149,RC11148
HH1150,AD01150,RC11149
HH1151,AD01151,RC11150
HH1152,AD01152,RC11151
HH1153,AD01153,RC11152
HH1154,AD01154,RC11153
HH1155,AD01155,RC11154
HH1156,AD01156,RC11155
HH1157,AD01157,RC11156
HH1158,AD01158,RC11157
HH1159,AD01159,RC11158
HH1160,AD01160,RC11159
HH1161,AD01161,RC11160
HH1162,AD01162,RC11161
HH1163,AD01163,RC11162
HH1164,AD01164,RC11163
HH1165,AD01165,RC11164
HH1166,AD01166,RC11165
HH1167,AD01167,RC11166
HH1168,AD01168,RC11167
HH1169,AD01169,RC11168
HH1170,AD01170,RC11169
HH1171,AD01171,RC11170
HH1172,AD01172,RC11171
HH1173,AD01173,RC11172
HH1174,AD01174,RC11173
HH1175,AD01175,RC11174
HH1176,AD01176,RC11175
HH1177,AD01177,RC11176
HH1178,AD01178,RC11177
HH1179,AD01179,RC11178
HH1180,AD01180,RC11179
HH1181,AD01181,RC11180
HH1182,AD01182,RC11181
HH1183,AD01183,RC11182
HH1184,AD01184,RC11183
HH1185,AD01185,RC11184
HH1186,AD01186,RC11185
HH1187,AD01187,RC11186
HH1188,AD01188,RC11187
HH1189,AD01189,RC11188
HH1190,AD01190,RC11189
HH1191,AD01191,RC11190
HH1192,AD01192,RC11191
HH1193,AD01193,RC11192
HH1194,AD01194,RC11193
HH1195,AD01195,RC11194
HH1196,AD01196,RC11195
HH1197,AD01197,RC11196
HH1198,AD01198,RC11197
HH1199,AD01199,RC11198
HH1200,AD01200,RC11199
HH1201,AD01201,RC11200
HH1202,AD01202,RC11201
HH1203,AD01203,RC11202
HH1204,AD01204,RC11203
HH1205,AD01205,RC11204
HH1206,AD01206,RC11205
HH1207,AD01207,RC11206
HH1208,AD01208,RC11207
HH1209,AD01209,RC11208
HH1210,AD01210,RC11209
HH1211,AD01211,RC11210
HH1212,AD01212,RC11211
HH1213,AD01213,RC11212
HH1214,AD01214,RC11213
HH1215,AD01215,RC11214
HH1216,AD01216,RC11215
HH1217,AD01217,RC11216
HH1218,AD01218,RC11217
HH1219,AD01219,RC11218
HH1220,AD01220,RC11219
HH1221,AD01221,RC11220
HH1222,AD01222,RC11221
HH1223,AD01223,RC11222
HH1224,AD01224,RC11223
HH1225,AD01225,RC11224
HH1226,AD01226,RC11225
HH1227,AD01227,RC11226
HH1228,AD01228,RC11227
HH1229,AD01229,RC11228
HH1230,AD01230,RC11229
HH1231,AD01231,RC11230
HH1232,AD01232,RC11231
HH1233,AD01233,RC11232
HH1234,AD01234,RC11233
HH1235,AD01235,RC11234
HH1236,AD01236,RC11235
HH1237,AD01237,RC11236
HH1238,AD01238,RC11237
HH1239,AD01239,RC11238
HH1240,AD01240,RC11239
HH1241,AD01241,RC11240
HH1242,AD01242,RC11241
HH1243,AD01243,RC11242
HH1244,AD01244,RC11243
HH1245,AD01245,RC11244
HH1246,AD01246,RC11245
HH1247,AD01247,RC11246
HH1248,AD01248,RC11247
HH1249,AD01249,RC11248
HH1250,AD01250,RC11249
HH1251,AD01251,RC11250
HH1252,AD01252,RC11251
HH1253,AD01253,RC11252
HH1254,AD01254,RC11253
HH1255,AD01255,RC11254
HH1256,AD01256,RC11255
HH1257,AD01257,RC11256
HH1258,AD01258,RC11257
HH1259,AD01259,RC11258
HH1260,AD01260,RC11259
HH1261,AD01261,RC11260
HH1262,AD01262,RC11261
HH1263,AD01263,RC11262
HH1264,AD01264,RC11263
HH1265,AD01265,RC11264
HH1266,AD01266,RC11265
HH1267,AD01267,RC11266
HH1268,AD01268,RC11267
HH1269,AD01269,RC11268
HH1270,AD01270,RC11269
HH1271,AD01271,RC11270
HH1272,AD01272,RC11271
HH1273,AD01273,RC11272
HH1274,AD01274,RC11273
HH1275,AD01275,RC11274
HH1276,AD01276,RC11275
HH1277,AD01277,RC11276
HH1278,AD01278,RC11277
HH1279,AD01279,RC11278
HH1280,AD01280,RC11279
HH1281,AD01281,RC11280
HH1282,AD01282,RC11281
HH1283,AD01283,RC11282
HH1284,AD01284,RC11283
HH1285,AD01285,RC11284
HH1286,AD01286,RC11285
HH1287,AD01287,RC11286
HH1288,AD01288,RC11287
HH1289,AD01289,RC11288
HH1290,AD01290,RC11289
HH1291,AD01291,RC11290
HH1292,AD01292,RC11291
HH1293,AD01293,RC11292
HH1294,AD01294,RC11293
HH1295,AD01295,RC11294
HH1296,AD01296,RC11295
HH1297,AD01297,RC11296
HH1298,AD01298,RC11297
HH1299,AD01299,RC11298
HH1300,AD01300,RC11299
HH1301,AD01301,RC11300
HH1302,AD01302,RC11301
HH1303,AD01303,RC11302
HH1304,AD01304,RC11303
HH1305,AD01305,RC11304
HH1306,AD01306,RC11305
HH1307,AD01307,RC11306
HH1308,AD01308,RC11307
HH1309,AD01309,RC11308
HH1310,AD01310,RC11309
HH1311,AD01311,RC11310
HH1312,AD01312,RC11311
HH1313,AD01313,RC11312
HH1314,AD01314,RC11313
HH1315,AD01315,RC11314
HH1316,AD01316,RC11315
HH1317,AD01317,RC11316
HH1318,AD01318,RC11317
HH1319,AD01319,RC11318
HH1320,AD01320,RC11319
HH1321,AD01321,RC11320
HH1322,AD01322,RC11321
HH1323,AD01323,RC11322
HH1324,AD01324,RC11323
HH1325,AD01325,RC11324
HH1326,AD01326,RC11325
HH1327,AD01327,RC11326
HH1328,AD01328,RC11327
HH1329,AD01329,RC11328
HH1330,AD01330,RC11329
HH1331,AD01331,RC11330
HH1332,AD01332,RC11331
HH1333,AD01333,RC11332
HH1334,AD01334,RC11333
HH1335,AD01335,RC11334
HH1336,AD01336,RC11335
HH1337,AD01337,RC11336
HH1338,AD01338,RC11337
HH1339,AD01339,RC11338
HH1340,AD01340,RC11339
HH1341,AD01341,RC11340
HH1342,AD01342,RC11341
HH1343,AD01343,RC11342
HH1344,AD01344,RC11343
HH1345,AD01345,RC11344
HH1346,AD01346,RC11345
HH1347,AD01347,RC11346
HH1348,AD01348,RC11347
HH1349,AD01349,RC11348
HH1350,AD01350,RC11349
HH1351,AD01351,RC11350
HH1352,AD01352,RC11351
HH1353,AD01353,RC11352
HH1354,AD01354,RC11353
HH1355,AD01355,RC11354
HH1356,AD01356,RC11355
HH1357,AD01357,RC11356
HH1358,AD01358,RC11357
HH1359,AD01359,RC11358
HH1360,AD01360,RC11359
HH1361,AD01361,RC11360
HH1362,AD01362,RC11361
HH1363,AD01363,RC11362
HH1364,AD01364,RC11363
HH1365,AD01365,RC11364
HH1366,AD01366,RC11365
HH1367,AD01367,RC11366
HH1368,AD01368,RC11367
HH1369,AD01369,RC11368
HH1370,AD01370,RC11369
HH1371,AD01371,RC11370
HH1372,AD01372,RC11371
HH1373,AD01373,RC11372
HH1374,AD01374,RC11373
HH1375,AD01375,RC11374
HH1376,AD01376,RC11375
HH1377,AD01377,RC11376
HH1378,AD01378,RC11377
HH1379,AD01379,RC11378
HH1380,AD01380,RC11379
HH1381,AD01381,RC11380
HH1382,AD01382,RC11381
HH1383,AD01383,RC11382
HH1384,AD01384,RC11383
HH1385,AD01385,RC11384
HH1386,AD01386,RC11385
HH1387,AD01387,RC11386
HH1388,AD01388,RC11387
HH1389,AD01389,RC11388
HH1390,AD01390,RC11389
HH1391,AD01391,RC11390
HH1392,AD01392,RC11391
HH1393,AD01393,RC11392
HH1394,AD01394,RC11393
HH1395,AD01395,RC11394
HH1396,AD01396,RC11395
HH1397,AD01397,RC11396
HH1398,AD01398,RC11397
HH1399,AD01399,RC11398
HH1400,AD01400,RC11399
